"pass","bill_name_raw","bill_artist_raw","attr_name_raw","attr_artist_raw","match_note"
2,"Live Your Life","T.I.","Live Your Life (feat. Rihanna)","T.I.","normalize_title removes version tags + feat."
2,"Lonely Tonight","Blake Shelton","Lonely Tonight (feat. Ashley Monroe)","Blake Shelton","normalize_title removes version tags + feat."
2,"Lord Knows","Meek Mill","Lord Knows (feat. Tory Lanez)","Meek Mill","normalize_title removes version tags + feat."
2,"Lost In The Fire","Gesaffelstein, The Weeknd","Lost in the Fire (feat. The Weeknd)","Gesaffelstein","normalize_title removes version tags + feat."
2,"Lost","Michael Buble","Lost - Live from Madison Square Garden","Michael Buble","normalize_title removes version tags + feat."
2,"Lotus Flower Bomb","Wale","Lotus Flower Bomb (feat. Miguel)","Wale","normalize_title removes version tags + feat."
2,"Love Is On Its Way","Jonas Brothers","Love Is On Its Way - Live Show / Event","Jonas Brothers","normalize_title removes version tags + feat."
2,"Love Me Anyway","P!nk","Love Me Anyway (feat. Chris Stapleton)","P!nk","normalize_title removes version tags + feat."
2,"Love.","Kendrick Lamar","LOVE. FEAT. ZACARI.","Kendrick Lamar","normalize_title removes version tags + feat."
2,"LoveHate Thing","Wale","LoveHate Thing (feat. Sam Dew)","Wale","normalize_title removes version tags + feat."
2,"Low","Flo Rida","Low (feat. T-Pain)","Flo Rida","normalize_title removes version tags + feat."
2,"Loyalty.","Kendrick Lamar","LOYALTY. FEAT. RIHANNA.","Kendrick Lamar","normalize_title removes version tags + feat."
2,"Lucky You","Eminem","Lucky You (feat. Joyner Lucas)","Eminem","normalize_title removes version tags + feat."
2,"Ma, I Don't Love Her","Clipse","Ma, I Don't Love Her (feat. Faith Evans)","Clipse","normalize_title removes version tags + feat."
2,"Magic","B.o.B","Magic (feat. Rivers Cuomo)","B.o.B","normalize_title removes version tags + feat."
2,"Make It Clap","Busta Rhymes","Make It Clap (feat. Spliff Starr)","Busta Rhymes","normalize_title removes version tags + feat."
2,"Make Me...","Britney Spears","Make Me... (feat. G-Eazy)","Britney Spears","normalize_title removes version tags + feat."
2,"Man To Man","Gary Allan","Man To Man - Album Version/Remix","Gary Allan","normalize_title removes version tags + feat."
2,"Maria Maria","Santana","Maria Maria - Live","Santana","normalize_title removes version tags + feat."
2,"Me Enamore","Shakira","Me Enamoré","Shakira","normalize_title removes version tags + feat."
2,"Me Niego","Reik","Me Niego (feat. Ozuna & Wisin)","Reik","normalize_title removes version tags + feat."
2,"ME!","Taylor Swift","ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift","normalize_title removes version tags + feat."
2,"Memories","David Guetta","Memories (feat. Kid Cudi) - Extended","David Guetta","normalize_title removes version tags + feat."
2,"Memories","David Guetta","Memories (feat. Kid Cudi)","David Guetta","normalize_title removes version tags + feat."
2,"Milkshake","Kelis","Milkshake - Live","Kelis","normalize_title removes version tags + feat."
2,"Miss Jackson","Panic! At The Disco","Miss Jackson (feat. LOLO)","Panic! At The Disco","normalize_title removes version tags + feat."
2,"Miss Jackson","Panic! At The Disco","Miss Jackson - Live at Amway Center, Orlando, FL, 4/14/2017","Panic! At The Disco","normalize_title removes version tags + feat."
2,"Momma I Hit A Lick","2 Chainz","Momma I Hit A Lick (feat. Kendrick Lamar)","2 Chainz","normalize_title removes version tags + feat."
2,"Mona Lisa","Lil Wayne","Mona Lisa (feat. Kendrick Lamar)","Lil' Wayne","normalize_title removes version tags + feat."
2,"Morning After Dark","Timbaland","Morning After Dark (Featuring Nelly Furtado & SoShy)","Timbaland","normalize_title removes version tags + feat."
2,"Moves Like Jagger","Maroon 5","Moves Like Jagger - Live In Manchester","Maroon 5","normalize_title removes version tags + feat."
2,"My Eyes","Blake Shelton","My Eyes (feat. Gwen Sebastian)","Blake Shelton","normalize_title removes version tags + feat."
2,"My Love","Justin Timberlake","My Love (feat. T.I.)","Justin Timberlake","normalize_title removes version tags + feat."
2,"My Moment","DJ Drama","My Moment (feat. 2 Chainz, Meek Mill and Jeremih)","DJ Drama","normalize_title removes version tags + feat."
2,"My Sweet Lord","George Harrison","My Sweet Lord - Live In Japan/1991/Remastered 2004","George Harrison","normalize_title removes version tags + feat."
2,"Nasty Girl","The Notorious B.I.G.","Nasty Girl (feat. Diddy, Nelly, Jagged Edge and Avery Storm)","The Notorious B.I.G.","normalize_title removes version tags + feat."
2,"Never Say Never","Justin Bieber","Never Say Never - Acoustic Version","Justin Bieber","normalize_title removes version tags + feat."
2,"Night Of Your Life","David Guetta","Night of Your Life (feat. Jennifer Hudson)","David Guetta","normalize_title removes version tags + feat."
2,"No Brainer","DJ Khaled","No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)","DJ Khaled","normalize_title removes version tags + feat."
2,"No Guidance","Chris Brown","No Guidance (feat. Drake)","Chris Brown","normalize_title removes version tags + feat."
2,"No Leaf Clover","Metallica","No Leaf Clover - Live with the SFSO","Metallica","normalize_title removes version tags + feat."
2,"No Limit","Usher","No Limit (feat. Young Thug)","Usher","normalize_title removes version tags + feat."
2,"No One","Alicia Keys","No One - Live at Metropolis Studios, New York, NY - May 2013","Alicia Keys","normalize_title removes version tags + feat."
2,"No Shoes, No Shirt, No Problems","Kenny Chesney","No Shoes, No Shirt, No Problems - Live","Kenny Chesney","normalize_title removes version tags + feat."
2,"Not Alike","Eminem","Not Alike (feat. Royce Da 5'9)","Eminem","normalize_title removes version tags + feat."
2,"Nothin' On You","B.o.B","Nothin' on You (feat. Bruno Mars)","B.o.B","normalize_title removes version tags + feat."
2,"Nothing Breaks Like A Heart","Mark Ronson","Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson","normalize_title removes version tags + feat."
2,"Nothing Like Us","Justin Bieber","Nothing Like Us - Bonus Track","Justin Bieber","normalize_title removes version tags + feat."
2,"Number One","R. Kelly","Number One (feat. Keri Hilson)","R. Kelly","normalize_title removes version tags + feat."
2,"Offended","Meek Mill","Offended (feat. Young Thug & 21 Savage)","Meek Mill","normalize_title removes version tags + feat."
2,"Oh My","DJ Drama","Oh My feat. Fabolous; Roscoe Dash & Wiz Khalifa","DJ Drama","normalize_title removes version tags + feat."
2,"Okay","Nivea","Okay (feat. Lil Jon & YoungBloodZ)","Nivea","normalize_title removes version tags + feat."
2,"Old Alabama","Brad Paisley","Old Alabama (feat. Alabama)","Brad Paisley","normalize_title removes version tags + feat."
2,"On Everything","DJ Khaled","On Everything (feat. Travis Scott, Rick Ross & Big Sean)","DJ Khaled","normalize_title removes version tags + feat."
2,"On My Level","Wiz Khalifa","On My Level (feat. Too $hort)","Wiz Khalifa","normalize_title removes version tags + feat."
2,"On The Line","Demi Lovato","On the Line - Featuring Jonas Brothers","Demi Lovato","normalize_title removes version tags + feat."
2,"Out Last Night","Kenny Chesney","Out Last Night - Live","Kenny Chesney","normalize_title removes version tags + feat."
2,"Outside","Calvin Harris","Outside (feat. Ellie Goulding)","Calvin Harris","normalize_title removes version tags + feat."
2,"Overprotected","Britney Spears","Overprotected - Radio Edit","Britney Spears","normalize_title removes version tags + feat."
2,"Paradise","Big Sean","Paradise - Extended","Big Sean","normalize_title removes version tags + feat."
2,"Party","Beyonce","Party (feat. André 3000)","Beyonce","normalize_title removes version tags + feat."
2,"Party","Chris Brown","Party (feat. Usher & Gucci Mane)","Chris Brown","normalize_title removes version tags + feat."
2,"Pay You Back","Meek Mill","Pay You Back (feat. 21 Savage)","Meek Mill","normalize_title removes version tags + feat."
2,"Payphone","Maroon 5","Payphone - Live In Manchester","Maroon 5","normalize_title removes version tags + feat."
2,"Perfect","Simple Plan","Perfect - Acoustic Version","Simple Plan","normalize_title removes version tags + feat."
2,"Perro Fiel","Shakira","Perro Fiel (feat. Nicky Jam)","Shakira","normalize_title removes version tags + feat."
2,"Picture","Kid Rock","Picture (feat. Gretchen Wilson) - Live [Live]","Kid Rock","normalize_title removes version tags + feat."
2,"Picture","Kid Rock","Picture (feat. Sheryl Crow)","Kid Rock","normalize_title removes version tags + feat."
2,"Play Hard","David Guetta","Play Hard (feat. Ne-Yo & Akon)","David Guetta","normalize_title removes version tags + feat."
2,"Playa's Only","R. Kelly","Playa's Only (feat. The Game)","R. Kelly","normalize_title removes version tags + feat."
2,"Please Excuse My Hands","Plies","Please Excuse My Hands (feat. Jamie Foxx & The-Dream)","Plies","normalize_title removes version tags + feat."
2,"Po' Folks","Nappy Roots","Po' Folks (feat. Anthony Hamilton)","Nappy Roots","normalize_title removes version tags + feat."
2,"Pop Champagne","Jim Jones, Ron Browz","Pop Champagne - Explicit Album Version","Jim Jones","normalize_title removes version tags + feat."
2,"Post To Be","Omarion","Post to Be (feat. Chris Brown & Jhene Aiko)","Omarion","normalize_title removes version tags + feat."
2,"Put It On Ya","Plies","Put It on Ya (feat. Chris J)","Plies","normalize_title removes version tags + feat."
2,"Pyramid","Charice","Pyramid (feat. Iyaz)","Charice","normalize_title removes version tags + feat."
2,"Que Hiciste","Jennifer Lopez","Qué Hiciste","Jennifer Lopez","normalize_title removes version tags + feat."
2,"Rapture","iio","Rapture (Creamer & Stephane K French Radio Edit) [feat. Nadia Ali]","iio","normalize_title removes version tags + feat."
2,"Rapture","iio","Rapture (Deep Dish Space UK Radio Edit) [feat. Nadia Ali]","iio","normalize_title removes version tags + feat."
2,"Rapture","iio","Rapture (feat.Nadia Ali)","iio","normalize_title removes version tags + feat."
2,"Rapture","iio","Rapture (Soulside Remix Made Edit Remastered) [feat. Nadia Ali]","iio","normalize_title removes version tags + feat."
2,"Relationship","Young Thug","Relationship (feat. Future)","Young Thug","normalize_title removes version tags + feat."
2,"Remember You","Wiz Khalifa","Remember You (feat. The Weeknd)","Wiz Khalifa","normalize_title removes version tags + feat."
2,"Rich Sex","Nicki Minaj","Rich Sex (feat. Lil Wayne)","Nicki Minaj","normalize_title removes version tags + feat."
2,"R.I.C.O.","Meek Mill","R.I.C.O. (feat. Drake)","Meek Mill","normalize_title removes version tags + feat."
2,"Right Round","Flo Rida","Right Round - feat. Ke$ha","Flo Rida","normalize_title removes version tags + feat."
2,"Right Where You Want Me","Jesse McCartney","Right Where You Want Me - Radio Edit Version","Jesse McCartney","normalize_title removes version tags + feat."
2,"Roll","Flo Rida","Roll (feat. Sean Kingston)","Flo Rida","normalize_title removes version tags + feat."
2,"Rule The World","2 Chainz","Rule The World (feat. Ariana Grande)","2 Chainz","normalize_title removes version tags + feat."
2,"Run Up","Major Lazer","Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","Major Lazer","normalize_title removes version tags + feat."
2,"Run","Leona Lewis","Run - Live from The O2","Leona Lewis","normalize_title removes version tags + feat."
2,"Running Back","Wale","Running Back (feat. Lil Wayne)","Wale","normalize_title removes version tags + feat."
2,"Sandstorm","Darude","Sandstorm - Radio Edit","Darude","normalize_title removes version tags + feat."
2,"Say Aah","Trey Songz","Say Aah (feat. Fabolous)","Trey Songz","normalize_title removes version tags + feat."
2,"Say Something","Timbaland","Say Something (Featuring Drake)","Timbaland","normalize_title removes version tags + feat."
2,"Send The Pain Below","Chevelle","Send the Pain Below - Live at The Metro, Chicago, IL","Chevelle","normalize_title removes version tags + feat."
2,"Send The Pain Below","Chevelle","Send the Pain Below - Live Version","Chevelle","normalize_title removes version tags + feat."
2,"Senorita","Justin Timberlake","Señorita","Justin Timberlake","normalize_title removes version tags + feat."
2,"Sexy Can I","Ray J, Yung Berg","Sexy Can I feat. Yung Berg","Ray J","normalize_title removes version tags + feat."
2,"SexyBack","Justin Timberlake","SexyBack (feat. Timbaland)","Justin Timberlake","normalize_title removes version tags + feat."
2,"Shawty","Plies","Shawty (feat. T Pain)","Plies","normalize_title removes version tags + feat."
2,"She Don't Put It Down","Joe Budden","She Don't Put It Down (feat. Lil Wayne & Tank)","Joe Budden","normalize_title removes version tags + feat."
2,"She's A Hottie","Toby Keith","She's A Hottie - Single Version","Toby Keith","normalize_title removes version tags + feat."
2,"Shining","DJ Khaled","Shining (feat. Beyoncé & Jay-Z)","DJ Khaled","normalize_title removes version tags + feat."
2,"Shone","Flo Rida","Shone (feat. Pleasure P)","Flo Rida","normalize_title removes version tags + feat."
2,"Sky Walker","Miguel","Sky Walker (feat. Travis Scott)","Miguel","normalize_title removes version tags + feat."
2,"Slippery","Migos","Slippery (feat. Gucci Mane)","Migos","normalize_title removes version tags + feat."
2,"Slow Down","Bobby Valentino","Slow Down - Bonus Track","Bobby Valentino","normalize_title removes version tags + feat."
2,"Slow Jamz","Twista","Slow Jamz (feat. Kanye West & Jamie Foxx)","Twista","normalize_title removes version tags + feat."
2,"Slumber Party","Britney Spears","Slumber Party feat. Tinashe","Britney Spears","normalize_title removes version tags + feat."
2,"Snake","R. Kelly","Snake (feat. Big Tigger) - Radio Edit","R. Kelly","normalize_title removes version tags + feat."
2,"Snake","R. Kelly","Snake (feat. Big Tigger)","R. Kelly","normalize_title removes version tags + feat."
2,"So Many Girls","DJ Drama","So Many Girls (feat. Wale, Tyga & Roscoe Dash)","DJ Drama","normalize_title removes version tags + feat."
2,"So Sexy","Twista","So Sexy (feat. R. Kelly)","Twista","normalize_title removes version tags + feat."
2,"Sober Saturday Night","Chris Young","Sober Saturday Night (feat. Vince Gill)","Chris Young","normalize_title removes version tags + feat."
2,"Solitaire","Clay Aiken","Solitaire (BONUS CUT)","Clay Aiken","normalize_title removes version tags + feat."
2,"Something New","Wiz Khalifa","Something New (feat. Ty Dolla $ign)","Wiz Khalifa","normalize_title removes version tags + feat."
2,"Southern Hospitality","Ludacris","Southern Hospitality - Explicit Remix","Ludacris","normalize_title removes version tags + feat."
2,"Southern Hospitality","Ludacris","Southern Hospitality (Featuring Pharrell)","Ludacris","normalize_title removes version tags + feat."
2,"Splash Warning","Meek Mill","Splash Warning (feat. Future, Roddy Ricch and Young Thug)","Meek Mill","normalize_title removes version tags + feat."
2,"Start This shit Off Right","Lil Wayne","Start This Shit Off Right (feat. Ashanti & Mack Maine)","Lil' Wayne","normalize_title removes version tags + feat."
2,"Stepped On My J'z","Nelly","Stepped On My J'z - Album Version (Explicit) With Intro","Nelly","normalize_title removes version tags + feat."
2,"Stereo Hearts","Gym Class Heroes","Stereo Hearts (feat. Adam Levine)","Gym Class Heroes","normalize_title removes version tags + feat."
2,"Stolen","Dashboard Confessional","Stolen - Single Version","Dashboard Confessional","normalize_title removes version tags + feat."
2,"Successful","Drake","Successful (feat. Trey Songz & Lil Wayne)","Drake","normalize_title removes version tags + feat."
2,"Sugar","Flo Rida","Sugar (feat. Wynter)","Flo Rida","normalize_title removes version tags + feat."
2,"Swear It Again","Westlife","Swear It Again - Radio Edit","Westlife","normalize_title removes version tags + feat."
2,"Sweet Nothing","Calvin Harris","Sweet Nothing (feat. Florence Welch)","Calvin Harris","normalize_title removes version tags + feat."
2,"Swing Ya Rag","T.I.","Swing Ya Rag (feat. Swizz Beatz)","T.I.","normalize_title removes version tags + feat."
2,"Talk About Our Love","Brandy","Talk About Our Love (feat. Kanye West)","Brandy","normalize_title removes version tags + feat."
2,"Talk Dirty","Jason Derulo","Talk Dirty (feat. 2 Chainz)","Jason Derulo","normalize_title removes version tags + feat."
2,"Talk Up","Drake","Talk Up (feat. Jay-Z)","Drake","normalize_title removes version tags + feat."
2,"Tell Me","Diddy","Tell Me (feat. Christina Aguilera)","Diddy","normalize_title removes version tags + feat."
2,"Ten Rounds With Jose Cuervo","Tracy Byrd","Ten Rounds With Jose Cuervo - Live Version","Tracy Byrd","normalize_title removes version tags + feat."
2,"Thank God I Found You","Mariah Carey","Thank God I Found You (feat. Joe & 98°)","Mariah Carey","normalize_title removes version tags + feat."
2,"That Way","Wale","That Way (feat. Jeremih & Rick Ross)","Wale","normalize_title removes version tags + feat."
2,"That's All She Wrote","T.I.","That's All She Wrote (feat. Eminem)","T.I.","normalize_title removes version tags + feat."
2,"The Body","Wale","The Body (feat. Jeremih)","Wale","normalize_title removes version tags + feat."
2,"The Champion","Carrie Underwood","The Champion - Bonus Track","Carrie Underwood","normalize_title removes version tags + feat."
2,"The Climb","Miley Cyrus","The Climb - Live","Miley Cyrus","normalize_title removes version tags + feat."
2,"The Cut Off","J. Cole","The Cut Off (feat. kiLL edward)","J. Cole","normalize_title removes version tags + feat."
2,"The Diary Of Jane","Breaking Benjamin","The Diary of Jane - Single Version","Breaking Benjamin","normalize_title removes version tags + feat."
2,"The Difference","Meek Mill","The Difference (feat. Quavo)","Meek Mill","normalize_title removes version tags + feat."
2,"The Fighter","Gym Class Heroes","The Fighter (feat. Ryan Tedder)","Gym Class Heroes","normalize_title removes version tags + feat."
2,"The First Cut Is The Deepest","Sheryl Crow","The First Cut Is The Deepest - Live concert in the sky","Sheryl Crow","normalize_title removes version tags + feat."
2,"The First Cut Is The Deepest","Sheryl Crow","The First Cut Is the Deepest - Live","Sheryl Crow","normalize_title removes version tags + feat."
2,"The Great Beyond","R.E.M.","The Great Beyond - Live","R.E.M.","normalize_title removes version tags + feat."
2,"The Little Girl","John Michael Montgomery","The Little Girl (feat. Alison Krauss & Dan Tyminski)","John Michael Montgomery","normalize_title removes version tags + feat."
2,"The London","Young Thug, J. Cole, Travis Scott","The London (feat. J. Cole & Travis Scott)","Young Thug","normalize_title removes version tags + feat."
2,"The Matrimony","Wale","The Matrimony (feat. Usher)","Wale","normalize_title removes version tags + feat."
2,"The Reason","Hoobastank","The Reason - Acoustic","Hoobastank","normalize_title removes version tags + feat."
2,"The Reason","Hoobastank","The Reason - Live From The Wiltern","Hoobastank","normalize_title removes version tags + feat."
2,"The Red","Chevelle","The Red - Live at The Metro, Chicago, IL","Chevelle","normalize_title removes version tags + feat."
2,"The Red","Chevelle","The Red - Live Version","Chevelle","normalize_title removes version tags + feat."
2,"The Star Spangled Banner","Whitney Houston","The Star Spangled Banner (feat. The Florida Orchestra) - Live from Super Bowl XXV","Whitney Houston","normalize_title removes version tags + feat."
2,"The World's Greatest","R. Kelly","The World's Greatest - Radio Edit","R. Kelly","normalize_title removes version tags + feat."
2,"These Words","Natasha Bedingfield","These Words - Live from the Apple Store, iTunes Exclusive","Natasha Bedingfield","normalize_title removes version tags + feat."
2,"Thinking About You","Calvin Harris","Thinking About You (feat. Ayah Marar)","Calvin Harris","normalize_title removes version tags + feat."
2,"Thought I Knew You","Nicki Minaj","Thought I Knew You (feat. The Weeknd)","Nicki Minaj","normalize_title removes version tags + feat."
2,"Tic Tac Toe","Meek Mill","Tic Tac Toe (feat. Kodak Black)","Meek Mill","normalize_title removes version tags + feat."
2,"Tie Me Down","New Boyz","Tie Me Down (feat. Ray J)","New Boyz","normalize_title removes version tags + feat."
2,"Till I'm Gone","Tinie Tempah","Till I'm Gone (feat. Wiz Khalifa)","Tinie Tempah","normalize_title removes version tags + feat."
2,"Times Like These","Foo Fighters","Times Like These - Live at the Pantages Theatre, Los Angeles, CA - August 2006","Foo Fighters","normalize_title removes version tags + feat."
2,"Titanium","David Guetta","Titanium (feat. Che'Nelle)","David Guetta","normalize_title removes version tags + feat."
2,"Titanium","David Guetta","Titanium (feat. Sia)","David Guetta","normalize_title removes version tags + feat."
2,"Top Off","DJ Khaled","Top Off (feat. JAY Z, Future & Beyoncé)","DJ Khaled","normalize_title removes version tags + feat."
2,"Trade It All","Fabolous","Trade It All (feat. Jagged Edge)","Fabolous","normalize_title removes version tags + feat."
2,"Troublemaker","Olly Murs","Troublemaker (feat. Flo Rida)","Olly Murs","normalize_title removes version tags + feat."
2,"Troublemaker","Olly Murs","Troublemaker - Live","Olly Murs","normalize_title removes version tags + feat."
2,"True Love","P!nk","True Love (feat. Lily Allen)","P!nk","normalize_title removes version tags + feat."
2,"Turn Me On","David Guetta","Turn Me On (feat. Nicki Minaj)","David Guetta","normalize_title removes version tags + feat."
2,"Twisted","Gorilla Zoe","Twisted (feat. Lil Jon)","Gorilla Zoe","normalize_title removes version tags + feat."
2,"Undertow","Timbaland","Undertow (Featuring The Fray & Esthero)","Timbaland","normalize_title removes version tags + feat."
2,"Until The End Of Time","2Pac","Until The End Of Time - Album Version (Edit)","2Pac","normalize_title removes version tags + feat."
2,"Unusual","Trey Songz","Unusual (feat. Drake)","Trey Songz","normalize_title removes version tags + feat."
2,"U.O.E.N.O.","Rocko","U.O.E.N.O. (feat. Rick Ross, Future)","Rocko","normalize_title removes version tags + feat."
2,"Uptown Vibes","Meek Mill","Uptown Vibes (feat. Fabolous & Anuel AA)","Meek Mill","normalize_title removes version tags + feat."
2,"Victory Lap","Nipsey Hussle","Victory Lap (feat. Stacy Barthe)","Nipsey Hussle","normalize_title removes version tags + feat."
2,"Video Games","Lana Del Rey","Video Games - Remastered","Lana Del Rey","normalize_title removes version tags + feat."
2,"Wait A Minute","Ray J","Wait a Minute (feat. Lil' Kim)","Ray J","normalize_title removes version tags + feat."
2,"Wanna Be A Baller","Lil' Troy","Wanna Be A Baller - Album Version (Edited)","Lil' Troy","normalize_title removes version tags + feat."
2,"Want It, Need It","Plies","Want It, Need It (feat. Ashanti)","Plies","normalize_title removes version tags + feat."
2,"Waste It On Me","Steve Aoki","Waste It On Me (feat. BTS)","Steve Aoki","normalize_title removes version tags + feat."
2,"We Ball","Meek Mill","We Ball (feat. Young Thug)","Meek Mill","normalize_title removes version tags + feat."
2,"We No Speak Americano","Yolanda Be Cool, Dcup","We No Speak Americano - Original Version","Yolanda Be Cool","normalize_title removes version tags + feat."
2,"We No Speak Americano","Yolanda Be Cool, Dcup","We No Speak Americano - Radio Edit","Yolanda Be Cool","normalize_title removes version tags + feat."
2,"Weather The Storm","DJ Khaled","Weather the Storm (feat. Meek Mill & Lil Baby)","DJ Khaled","normalize_title removes version tags + feat."
2,"We'll Be A Dream","WE the Kings","We'll Be A Dream (feat. Demi Lovato)","WE the Kings","normalize_title removes version tags + feat."
2,"What About Me","Lil Wayne","What About Me (feat. Sosamann)","Lil' Wayne","normalize_title removes version tags + feat."
2,"What'Chu Like","Da Brat","What'chu Like (feat. Tyrese)","Da Brat","normalize_title removes version tags + feat."
2,"Whatever You Need","Meek Mill","Whatever You Need (feat. Chris Brown & Ty Dolla $ign)","Meek Mill","normalize_title removes version tags + feat."
2,"Whatever","Ideal","Whatever - Radio Edit","Ideal","normalize_title removes version tags + feat."
2,"What's Free","Meek Mill","What's Free (feat. Rick Ross & Jay Z)","Meek Mill","normalize_title removes version tags + feat."
2,"What's Luv?","Fat Joe","What's Luv? (feat. Ja-Rule & Ashanti)","Fat Joe","normalize_title removes version tags + feat."
2,"What's Your Fantasy","Ludacris","What's Your Fantasy (Featuring Shawna)","Ludacris","normalize_title removes version tags + feat."
2,"When I Get Where I'm Going","Brad Paisley","When I Get Where I'm Going (feat. Dolly Parton) (feat. Dolly Parton)","Brad Paisley","normalize_title removes version tags + feat."
2,"When I Get Where I'm Going","Brad Paisley","When I Get Where I'm Going (feat. Dolly Parton)","Brad Paisley","normalize_title removes version tags + feat."
2,"When Love Takes Over","David Guetta","When Love Takes Over - feat. Kelly Rowland; Original Extended","David Guetta","normalize_title removes version tags + feat."
2,"When Love Takes Over","David Guetta","When Love Takes Over (feat. Kelly Rowland)","David Guetta","normalize_title removes version tags + feat."
2,"Where Them Girls At","David Guetta","Where Them Girls At (feat. Nicki Minaj & Flo Rida)","David Guetta","normalize_title removes version tags + feat."
2,"Whip","2 Chainz","Whip (feat. Travis Scott)","2 Chainz","normalize_title removes version tags + feat."
2,"Whistle While You Twurk","Ying Yang Twins","Whistle While You Twurk (ColliPark Clean Mix)","Ying Yang Twins","normalize_title removes version tags + feat."
2,"Who Dat Girl","Flo Rida","Who Dat Girl (feat. Akon)","Flo Rida","normalize_title removes version tags + feat."
2,"Who's That Chick?","David Guetta","Who's That Chick? (feat. Rihanna)","David Guetta","normalize_title removes version tags + feat."
2,"Wiggle","Jason Derulo","Wiggle (feat. Snoop Dogg)","Jason Derulo","normalize_title removes version tags + feat."
2,"Wild Ones","Flo Rida","Wild Ones (feat. Sia)","Flo Rida","normalize_title removes version tags + feat."
2,"Wild Thoughts","DJ Khaled","Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled","normalize_title removes version tags + feat."
2,"Wild Wild Love","Pitbull","Wild Wild Love (feat. G.R.L.)","Pitbull","normalize_title removes version tags + feat."
2,"Wish Wish","DJ Khaled","Wish Wish (feat. Cardi B & 21 Savage)","DJ Khaled","normalize_title removes version tags + feat."
2,"Without You","David Guetta","Without You (feat. Usher)","David Guetta","normalize_title removes version tags + feat."
2,"Women Lie, Men Lie","Yo Gotti","Women Lie, Men Lie (feat. Lil Wayne)","Yo Gotti","normalize_title removes version tags + feat."
2,"Written In The Stars","Tinie Tempah","Written in the Stars (feat. Eric Turner)","Tinie Tempah","normalize_title removes version tags + feat."
2,"XXX.","Kendrick Lamar","XXX. FEAT. U2.","Kendrick Lamar","normalize_title removes version tags + feat."
2,"You And Your Friends","Wiz Khalifa","You and Your Friends (feat. Snoop Dogg & Ty Dolla $ign)","Wiz Khalifa","normalize_title removes version tags + feat."
2,"You Gets No Love","Faith Evans","You Gets No Love (feat. P. Diddy & Loon)","Faith Evans","normalize_title removes version tags + feat."
2,"You Know What It Is","T.I.","You Know What It Is (feat. Wyclef Jean)","T.I.","normalize_title removes version tags + feat."
2,"You Stay","DJ Khaled","You Stay (feat. Meek Mill, J Balvin, Lil Baby & Jeremih)","DJ Khaled","normalize_title removes version tags + feat."
2,"Young, Wild & Free","Snoop Dogg, Wiz Khalifa","Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg","normalize_title removes version tags + feat."
4,"Hero/Heroine","Boys Like Girls","Hero / Heroine","Boys Like Girls","fuzzy title: adist=1"
4,"Hot 2Nite","New Edition","Hot 2 Nite","New Edition","fuzzy title: adist=1"
4,"I. Crawl","Childish Gambino","I.Crawl","Childish Gambino","fuzzy title: adist=1"
4,"I Will...But","SHeDAISY","I Will... But","SHeDAISY","fuzzy title: adist=1"
4,"Ima Boss","Meek Mill","Im a Boss","Meek Mill","fuzzy title: adist=1"
4,"Red Rag Top","Tim McGraw","Red Ragtop","Tim McGraw","fuzzy title: adist=1"
